NOC,Year,LSTM_Gold_Trend,LSTM_Total_Trend,LSTM_Host_Logit,Gold_feat,Total_feat,Is_Host,Is_Prep,Alpha,Is_History,NOC_Code,PC1,PC2,PC3,PC4,PC5,Gold_target,Total_target,Gold_Actual,Total_Actual
Greece,1976,0.8325412273406982,3.612481594085693,-5.307442665100098,0.0,0.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,,,0.0,0.0
Greece,1980,0.7475612163543701,2.7084641456604004,-6.369601249694824,1.0,3.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,1.0,3.0,1.0,3.0
Greece,1984,1.290700912475586,5.1971049308776855,-4.652558326721191,0.0,2.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,0.0,2.0,0.0,2.0
Greece,1988,0.565416693687439,3.035214424133301,-5.156353950500488,0.0,1.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,0.0,1.0,0.0,1.0
Greece,1992,0.8772221803665161,3.583025455474853,-5.478887557983398,2.0,2.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,2.0,2.0,2.0,2.0
Greece,1996,1.301496982574463,5.138603210449219,-4.61282205581665,4.0,8.0,0.0,1.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,4.0,8.0,4.0,8.0
Greece,2000,3.4135658740997314,10.477579116821287,-2.60933780670166,4.0,13.0,0.0,1.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,4.0,13.0,4.0,13.0
Greece,2004,3.3892629146575928,10.77299690246582,-1.898776888847351,6.0,16.0,1.0,1.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,6.0,16.0,6.0,16.0
Greece,2008,0.5018500685691833,6.298912525177002,-2.0291082859039307,0.0,3.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,0.0,3.0,0.0,3.0
Greece,2012,-1.879920244216919,-0.0905104875564575,-3.749714136123657,0.0,2.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,0.0,2.0,0.0,2.0
Greece,2016,-0.7608129978179932,1.6337788105010986,-4.512911796569824,3.0,6.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,3.0,6.0,3.0,6.0
Greece,2020,2.342127561569214,8.257877349853516,-3.2796130180358887,2.0,4.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,2.0,4.0,2.0,4.0
Greece,2024,1.8032786846160889,6.8839287757873535,-3.2647359371185303,1.0,8.0,0.0,0.0,3.571428571428572,True,GRE,-1.257085828845141,-0.1812885165103391,0.0660637793961073,-0.0596470150719371,0.0139567998417787,1.0,8.0,1.0,8.0
Germany,1908,4.729825973510742,16.627702713012695,-3.1444923877716064,3.0,13.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,3.0,13.0,3.0,13.0
Germany,1912,5.006829261779785,16.252870559692383,-2.7712631225585938,5.0,25.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,5.0,25.0,5.0,25.0
Germany,1920,6.50977897644043,21.366924285888672,-3.053966760635376,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1924,9.297613143920898,25.76181411743164,-3.9945664405822754,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1928,2.082848072052002,7.023032188415527,-5.979394435882568,10.0,31.0,0.0,1.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,10.0,31.0,10.0,31.0
Germany,1932,5.393035888671875,17.71832847595215,-3.4964215755462646,0.0,0.0,0.0,1.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1936,11.000288963317873,29.85361099243164,-3.9874773025512695,38.0,101.0,1.0,1.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,38.0,101.0,38.0,101.0
Germany,1948,16.188796997070312,43.35515975952149,-2.68186092376709,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1952,-0.06259286403656,3.315315723419189,-5.161317348480225,0.0,24.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,0.0,24.0,0.0,24.0
Germany,1956,4.627270698547363,15.85023021697998,-2.5719118118286133,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1960,5.178590774536133,14.445764541625977,-4.754073619842529,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1964,0.85924232006073,5.035237312316895,-6.111485481262207,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1968,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1972,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1976,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1980,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1984,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1988,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,,,0.0,0.0
Germany,1992,1.735792875289917,5.117844581604004,-7.04646635055542,33.0,82.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,33.0,82.0,33.0,82.0
Germany,1996,13.906521797180176,36.87440490722656,-4.002169132232666,20.0,65.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,20.0,65.0,20.0,65.0
Germany,2000,20.077985763549805,55.55830001831055,-2.6891860961914062,13.0,56.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,13.0,56.0,13.0,56.0
Germany,2004,14.401571273803713,44.76606369018555,-3.5107288360595703,13.0,49.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,13.0,49.0,13.0,49.0
Germany,2008,14.205554008483888,44.433204650878906,-3.266747236251831,16.0,41.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,16.0,41.0,16.0,41.0
Germany,2012,15.486212730407717,45.56856918334961,-2.269851922988892,11.0,44.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,11.0,44.0,11.0,44.0
Germany,2016,10.906630516052246,35.549072265625,-2.355821132659912,17.0,42.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,17.0,42.0,17.0,42.0
Germany,2020,15.373077392578123,46.60993576049805,-2.945808887481689,10.0,37.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,10.0,37.0,10.0,37.0
Germany,2024,8.41689682006836,28.76080703735352,-2.827600479125977,12.0,33.0,0.0,0.0,2.0046511627906978,True,GER,3.0747249496555766,4.3303224579418895,0.7948215420105222,-0.43334109332213,3.946630042091945,12.0,33.0,12.0,33.0
France,1908,7.432546615600586,23.09852409362793,-3.0588319301605225,5.0,19.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,5.0,19.0,5.0,19.0
France,1912,4.055059432983398,13.799236297607422,-2.783250093460083,7.0,14.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,7.0,14.0,7.0,14.0
France,1920,8.073567390441895,23.288408279418945,-2.1364848613739014,9.0,41.0,0.0,1.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,9.0,41.0,9.0,41.0
France,1924,7.147682189941406,24.025955200195312,-2.6174216270446777,13.0,38.0,1.0,1.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,13.0,38.0,13.0,38.0
France,1928,12.387200355529783,39.73968124389648,-2.8456544876098637,6.0,21.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,6.0,21.0,6.0,21.0
France,1932,1.6714322566986084,11.010080337524414,-3.154636859893799,0.0,0.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,,,0.0,0.0
France,1936,5.754670143127441,17.356952667236328,-3.70280122756958,7.0,19.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,7.0,19.0,7.0,19.0
France,1948,8.270303726196289,24.457630157470703,-2.956251382827759,10.0,29.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,10.0,29.0,10.0,29.0
France,1952,10.183272361755373,29.35632705688477,-2.1758899688720703,6.0,18.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,6.0,18.0,6.0,18.0
France,1956,4.676882743835449,18.244834899902344,-3.9531092643737793,4.0,14.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,4.0,14.0,4.0,14.0
France,1960,4.884424209594727,17.638071060180664,-3.684771776199341,0.0,0.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,,,0.0,0.0
France,1964,4.269696235656738,12.674803733825684,-4.604905128479004,1.0,15.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,1.0,15.0,1.0,15.0
France,1968,5.6977081298828125,18.14349937438965,-3.364549398422241,7.0,15.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,7.0,15.0,7.0,15.0
France,1972,6.159542083740234,18.60725212097168,-2.3142166137695312,2.0,13.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,2.0,13.0,2.0,13.0
France,1976,2.9795925617218018,11.96109390258789,-3.516814947128296,2.0,9.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,2.0,9.0,2.0,9.0
France,1980,3.5296080112457275,14.002699851989746,-3.6185805797576895,6.0,14.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,6.0,14.0,6.0,14.0
France,1984,5.720794677734375,18.008455276489258,-2.7184267044067383,5.0,28.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,5.0,28.0,5.0,28.0
France,1988,6.033841133117676,19.82485580444336,-2.781195163726806,6.0,16.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,6.0,16.0,6.0,16.0
France,1992,6.830501556396484,23.35334587097168,-3.788875341415405,8.0,29.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,8.0,29.0,8.0,29.0
France,1996,6.916783332824707,22.514219284057617,-2.993100643157959,15.0,37.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,15.0,37.0,15.0,37.0
France,2000,14.847487449645996,43.054473876953125,-2.328598022460937,13.0,38.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,13.0,38.0,13.0,38.0
France,2004,11.052678108215332,34.6595458984375,-2.749490737915039,11.0,33.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,11.0,33.0,11.0,33.0
France,2008,8.552519798278809,29.44532585144043,-3.3692097663879395,7.0,43.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,7.0,43.0,7.0,43.0
France,2012,10.819308280944824,35.163578033447266,-2.347116470336914,11.0,35.0,0.0,0.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,11.0,35.0,11.0,35.0
France,2016,13.32738208770752,41.64494705200195,-2.865992784500122,10.0,42.0,0.0,1.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,10.0,42.0,10.0,42.0
France,2020,12.437453269958496,36.685794830322266,-1.7367037534713743,10.0,33.0,0.0,1.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,10.0,33.0,10.0,33.0
France,2024,12.110772132873535,37.97671508789063,-2.7768850326538086,16.0,64.0,1.0,1.0,1.282387190684134,True,FRA,3.201039276363167,0.2583248547809342,-1.7847365611886117,2.6181580105142355,5.220968161623179,16.0,64.0,16.0,64.0
Great Britain,1908,28.05809593200684,70.03904724121094,-2.2327497005462646,56.0,146.0,1.0,1.0,1.812785388127854,True,GBR,9.342770465190776,15.122202459509351,2.1745827166564564,0.3076585466477861,-2.073781866623235,56.0,146.0,56.0,146.0
Great Britain,1912,23.228744506835938,59.18029022216797,-2.6533782482147217,10.0,41.0,0.0,0.0,1.812785388127854,True,GBR,9.342770465190776,15.122202459509351,2.1745827166564564,0.3076585466477861,-2.073781866623235,10.0,41.0,10.0,41.0
Great Britain,1920,8.450889587402344,29.078798294067383,-2.811198711395264,14.0,42.0,0.0,0.0,1.812785388127854,True,GBR,9.342770465190776,15.122202459509351,2.1745827166564564,0.3076585466477861,-2.073781866623235,14.0,42.0,14.0,42.0
Great Britain,1924,12.805716514587402,40.88120651245117,-2.633811712265014,9.0,34.0,0.0,0.0,1.812785388127854,True,GBR,9.342770465190776,15.122202459509351,2.1745827166564564,0.3076585466477861,-2.073781866623235,9.0,34.0,9.0,34.0
Great Britain,1928,8.633913040161133,29.0529727935791,-2.879326343536377,3.0,20.0,0.0,0.0,1.812785388127854,True,GBR,9.342770465190776,15.122202459509351,2.1745827166564564,0.3076585466477861,-2.073781866623235,3.0,20.0,3.0,20.0
