NOC,Year,LSTM_Gold_Trend,LSTM_Total_Trend,LSTM_Host_Logit,Gold,Total,Is_Host,Is_Prep,Alpha,Is_History
United States,2008,32.93146896362305,80.66229248046875,-3.263611316680908,36.0,112.0,0.0,0.0,0.0,True
United States,2012,33.84492492675781,82.73727416992188,-3.146250009536743,48.0,104.0,0.0,0.0,0.0,True
United States,2016,35.42844772338867,85.7985610961914,-2.971923589706421,46.0,121.0,0.0,0.0,0.0,True
United States,2020,35.81391525268555,86.57845306396484,-2.932403087615967,39.0,113.0,0.0,0.0,0.0,True
United States,2024,35.095359802246094,85.12667846679688,-3.0283641815185547,40.0,126.0,0.0,0.0,0.0,True
Greece,1908,0.5334904789924622,3.936649799346924,-4.324624061584473,0.0,4.0,0.0,0.0,3.5714285714285716,True
Greece,1912,1.1948540210723877,4.682820796966553,-4.525196075439453,1.0,2.0,0.0,0.0,3.5714285714285716,True
Greece,1920,1.2167565822601318,4.757326602935791,-4.638960838317871,0.0,1.0,0.0,0.0,3.5714285714285716,True
Greece,1924,1.045112133026123,4.197227954864502,-5.105783462524414,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1928,0.8382997512817383,2.945779800415039,-6.421619415283203,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1932,0.5889666080474854,2.555022716522217,-6.469841003417969,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1936,0.6316680908203125,2.5678141117095947,-6.462825775146484,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1948,0.6316680908203125,2.5678141117095947,-6.462825775146484,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1952,0.6316680908203125,2.5678141117095947,-6.462825775146484,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1956,0.6316680908203125,2.5678141117095947,-6.462825775146484,0.0,1.0,0.0,0.0,3.5714285714285716,True
Greece,1960,0.5869139432907104,2.8351259231567383,-5.898963928222656,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1964,0.7288762331008911,2.6895906925201416,-6.441951274871826,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1968,0.5889666080474854,2.555022716522217,-6.469841003417969,0.0,1.0,0.0,0.0,3.5714285714285716,True
Greece,1972,0.5869139432907104,2.8351259231567383,-5.898963928222656,0.0,2.0,0.0,0.0,3.5714285714285716,True
Greece,1976,0.8325412273406982,3.6124815940856934,-5.307442665100098,0.0,0.0,0.0,0.0,3.5714285714285716,True
Greece,1980,0.7475612163543701,2.7084641456604004,-6.369601249694824,1.0,3.0,0.0,0.0,3.5714285714285716,True
Greece,1984,1.290700912475586,5.1971049308776855,-4.652558326721191,0.0,2.0,0.0,0.0,3.5714285714285716,True
Greece,1988,0.565416693687439,3.035214424133301,-5.156353950500488,0.0,1.0,0.0,0.0,3.5714285714285716,True
Greece,1992,0.8772221803665161,3.5830254554748535,-5.478887557983398,2.0,2.0,0.0,0.0,3.5714285714285716,True
Greece,1996,1.301496982574463,5.138603210449219,-4.61282205581665,4.0,8.0,0.0,1.0,3.5714285714285716,True
Greece,2000,3.4135658740997314,10.477579116821289,-2.60933780670166,4.0,13.0,0.0,1.0,3.5714285714285716,True
Greece,2004,3.3892629146575928,10.77299690246582,-1.898776888847351,6.0,16.0,1.0,1.0,3.5714285714285716,True
Greece,2008,0.5018500685691833,6.298912525177002,-2.0291082859039307,0.0,3.0,0.0,0.0,3.5714285714285716,True
Greece,2012,-1.879920244216919,-0.09051048755645752,-3.7497141361236572,0.0,2.0,0.0,0.0,3.5714285714285716,True
Greece,2016,-0.7608129978179932,1.6337788105010986,-4.512911796569824,3.0,6.0,0.0,0.0,3.5714285714285716,True
Greece,2020,2.342127561569214,8.257877349853516,-3.2796130180358887,2.0,4.0,0.0,0.0,3.5714285714285716,True
Greece,2024,1.8032786846160889,6.8839287757873535,-3.2647359371185303,1.0,8.0,0.0,0.0,3.5714285714285716,True
Germany,1908,4.729825973510742,16.627702713012695,-3.1444923877716064,3.0,13.0,0.0,0.0,2.0046511627906978,True
Germany,1912,5.006829261779785,16.252870559692383,-2.7712631225585938,5.0,25.0,0.0,0.0,2.0046511627906978,True
Germany,1920,6.50977897644043,21.366924285888672,-3.053966760635376,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1924,9.297613143920898,25.76181411743164,-3.9945664405822754,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1928,2.082848072052002,7.023032188415527,-5.979394435882568,10.0,31.0,0.0,1.0,2.0046511627906978,True
Germany,1932,5.393035888671875,17.71832847595215,-3.4964215755462646,0.0,0.0,0.0,1.0,2.0046511627906978,True
Germany,1936,11.000288963317871,29.85361099243164,-3.9874773025512695,38.0,101.0,1.0,1.0,2.0046511627906978,True
Germany,1948,16.188796997070312,43.355159759521484,-2.68186092376709,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1952,-0.06259286403656006,3.3153157234191895,-5.161317348480225,0.0,24.0,0.0,0.0,2.0046511627906978,True
Germany,1956,4.627270698547363,15.85023021697998,-2.5719118118286133,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1960,5.178590774536133,14.445764541625977,-4.754073619842529,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1964,0.85924232006073,5.0352373123168945,-6.111485481262207,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1968,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1972,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1976,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1980,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1984,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1988,1.735792875289917,5.117844581604004,-7.04646635055542,0.0,0.0,0.0,0.0,2.0046511627906978,True
Germany,1992,1.735792875289917,5.117844581604004,-7.04646635055542,33.0,82.0,0.0,0.0,2.0046511627906978,True
Germany,1996,13.906521797180176,36.87440490722656,-4.002169132232666,20.0,65.0,0.0,0.0,2.0046511627906978,True
Germany,2000,20.077985763549805,55.55830001831055,-2.6891860961914062,13.0,56.0,0.0,0.0,2.0046511627906978,True
Germany,2004,14.401571273803711,44.76606369018555,-3.5107288360595703,13.0,49.0,0.0,0.0,2.0046511627906978,True
Germany,2008,14.205554008483887,44.433204650878906,-3.266747236251831,16.0,41.0,0.0,0.0,2.0046511627906978,True
Germany,2012,15.486212730407715,45.56856918334961,-2.2698519229888916,11.0,44.0,0.0,0.0,2.0046511627906978,True
Germany,2016,10.906630516052246,35.549072265625,-2.355821132659912,17.0,42.0,0.0,0.0,2.0046511627906978,True
Germany,2020,15.373077392578125,46.60993576049805,-2.9458088874816895,10.0,37.0,0.0,0.0,2.0046511627906978,True
Germany,2024,8.41689682006836,28.760807037353516,-2.8276004791259766,12.0,33.0,0.0,0.0,2.0046511627906978,True
France,1908,7.432546615600586,23.09852409362793,-3.0588319301605225,5.0,19.0,0.0,0.0,1.282387190684134,True
France,1912,4.055059432983398,13.799236297607422,-2.783250093460083,7.0,14.0,0.0,0.0,1.282387190684134,True
France,1920,8.073567390441895,23.288408279418945,-2.1364848613739014,9.0,41.0,0.0,1.0,1.282387190684134,True
France,1924,7.147682189941406,24.025955200195312,-2.6174216270446777,13.0,38.0,1.0,1.0,1.282387190684134,True
France,1928,12.387200355529785,39.739681243896484,-2.8456544876098633,6.0,21.0,0.0,0.0,1.282387190684134,True
France,1932,1.6714322566986084,11.010080337524414,-3.154636859893799,0.0,0.0,0.0,0.0,1.282387190684134,True
France,1936,5.754670143127441,17.356952667236328,-3.70280122756958,7.0,19.0,0.0,0.0,1.282387190684134,True
France,1948,8.270303726196289,24.457630157470703,-2.956251382827759,10.0,29.0,0.0,0.0,1.282387190684134,True
France,1952,10.183272361755371,29.356327056884766,-2.1758899688720703,6.0,18.0,0.0,0.0,1.282387190684134,True
France,1956,4.676882743835449,18.244834899902344,-3.9531092643737793,4.0,14.0,0.0,0.0,1.282387190684134,True
France,1960,4.884424209594727,17.638071060180664,-3.684771776199341,0.0,0.0,0.0,0.0,1.282387190684134,True
France,1964,4.269696235656738,12.674803733825684,-4.604905128479004,1.0,15.0,0.0,0.0,1.282387190684134,True
France,1968,5.6977081298828125,18.14349937438965,-3.364549398422241,7.0,15.0,0.0,0.0,1.282387190684134,True
France,1972,6.159542083740234,18.60725212097168,-2.3142166137695312,2.0,13.0,0.0,0.0,1.282387190684134,True
France,1976,2.9795925617218018,11.96109390258789,-3.516814947128296,2.0,9.0,0.0,0.0,1.282387190684134,True
France,1980,3.5296080112457275,14.002699851989746,-3.6185805797576904,6.0,14.0,0.0,0.0,1.282387190684134,True
France,1984,5.720794677734375,18.008455276489258,-2.7184267044067383,5.0,28.0,0.0,0.0,1.282387190684134,True
France,1988,6.033841133117676,19.82485580444336,-2.7811951637268066,6.0,16.0,0.0,0.0,1.282387190684134,True
France,1992,6.830501556396484,23.35334587097168,-3.7888753414154053,8.0,29.0,0.0,0.0,1.282387190684134,True
France,1996,6.916783332824707,22.514219284057617,-2.993100643157959,15.0,37.0,0.0,0.0,1.282387190684134,True
France,2000,14.847487449645996,43.054473876953125,-2.3285980224609375,13.0,38.0,0.0,0.0,1.282387190684134,True
France,2004,11.052678108215332,34.6595458984375,-2.749490737915039,11.0,33.0,0.0,0.0,1.282387190684134,True
France,2008,8.552519798278809,29.44532585144043,-3.3692097663879395,7.0,43.0,0.0,0.0,1.282387190684134,True
France,2012,10.819308280944824,35.163578033447266,-2.347116470336914,11.0,35.0,0.0,0.0,1.282387190684134,True
France,2016,13.32738208770752,41.64494705200195,-2.865992784500122,10.0,42.0,0.0,1.0,1.282387190684134,True
France,2020,12.437453269958496,36.685794830322266,-1.7367037534713745,10.0,33.0,0.0,1.0,1.282387190684134,True
France,2024,12.110772132873535,37.976715087890625,-2.7768850326538086,16.0,64.0,1.0,1.0,1.282387190684134,True
Great Britain,1908,28.058095932006836,70.03904724121094,-2.2327497005462646,56.0,146.0,1.0,1.0,1.812785388127854,True
Great Britain,1912,23.228744506835938,59.18029022216797,-2.6533782482147217,10.0,41.0,0.0,0.0,1.812785388127854,True
Great Britain,1920,8.450889587402344,29.078798294067383,-2.8111987113952637,14.0,42.0,0.0,0.0,1.812785388127854,True
Great Britain,1924,12.805716514587402,40.88120651245117,-2.6338117122650146,9.0,34.0,0.0,0.0,1.812785388127854,True
Great Britain,1928,8.633913040161133,29.0529727935791,-2.879326343536377,3.0,20.0,0.0,0.0,1.812785388127854,True
Great Britain,1932,5.726103782653809,20.779340744018555,-3.6099414825439453,0.0,0.0,0.0,0.0,1.812785388127854,True
Great Britain,1936,6.632326126098633,19.007871627807617,-4.416360855102539,4.0,14.0,0.0,0.0,1.812785388127854,True
Great Britain,1948,6.172940254211426,19.663667678833008,-3.2379233837127686,3.0,23.0,1.0,1.0,1.812785388127854,True
Great Britain,1952,4.949690818786621,15.959317207336426,-2.503829002380371,1.0,11.0,0.0,0.0,1.812785388127854,True
Great Britain,1956,5.00303840637207,18.072511672973633,-3.60280704498291,6.0,24.0,0.0,0.0,1.812785388127854,True
Great Britain,1960,4.349390983581543,16.19660186767578,-2.660787582397461,0.0,0.0,0.0,0.0,1.812785388127854,True
Great Britain,1964,9.934739112854004,27.504762649536133,-3.795656681060791,4.0,18.0,0.0,0.0,1.812785388127854,True
Great Britain,1968,6.687185287475586,20.876192092895508,-3.1851906776428223,5.0,13.0,0.0,0.0,1.812785388127854,True
Great Britain,1972,6.4998064041137695,19.647397994995117,-2.3185298442840576,4.0,18.0,0.0,0.0,1.812785388127854,True
Great Britain,1976,6.37423038482666,20.899463653564453,-3.119023323059082,3.0,13.0,0.0,0.0,1.812785388127854,True
Great Britain,1980,5.114581108093262,18.086946487426758,-3.461301803588867,5.0,21.0,0.0,0.0,1.812785388127854,True
Great Britain,1984,6.672385215759277,21.69493293762207,-3.0928213596343994,5.0,37.0,0.0,0.0,1.812785388127854,True
Great Britain,1988,7.9066925048828125,25.863222122192383,-2.611595630645752,5.0,24.0,0.0,0.0,1.812785388127854,True
Great Britain,1992,9.561666488647461,30.355669021606445,-2.8690812587738037,5.0,20.0,0.0,0.0,1.812785388127854,True
Great Britain,1996,6.934427261352539,22.522441864013672,-3.122615337371826,1.0,15.0,0.0,0.0,1.812785388127854,True
Great Britain,2000,5.333185195922852,18.608226776123047,-3.6947789192199707,11.0,28.0,0.0,0.0,1.812785388127854,True
Great Britain,2004,8.1760892868042,25.312795639038086,-2.841047525405884,9.0,30.0,0.0,1.0,1.812785388127854,True
Great Britain,2008,11.569170951843262,35.85907745361328,-2.3391871452331543,19.0,51.0,0.0,1.0,1.812785388127854,True
Great Britain,2012,19.235836029052734,53.494544982910156,-2.1498939990997314,29.0,65.0,1.0,1.0,1.812785388127854,True
Great Britain,2016,23.13251304626465,60.28703308105469,-1.8824807405471802,27.0,67.0,0.0,0.0,1.812785388127854,True
Great Britain,2020,25.86785316467285,66.58786010742188,-2.3742222785949707,22.0,64.0,0.0,0.0,1.812785388127854,True
Great Britain,2024,22.76656150817871,61.18687438964844,-2.3591437339782715,14.0,65.0,0.0,0.0,1.812785388127854,True
Hungary,1908,1.8662223815917969,6.271321773529053,-4.7254533767700195,3.0,9.0,0.0,0.0,0.0,True
Hungary,1912,2.133450508117676,7.1370015144348145,-4.0196213722229,3.0,8.0,0.0,0.0,0.0,True
Hungary,1920,2.1828136444091797,7.440412998199463,-4.0148820877075195,0.0,0.0,0.0,0.0,0.0,True
Hungary,1924,2.148524761199951,5.7724738121032715,-6.320357322692871,2.0,9.0,0.0,0.0,0.0,True
Hungary,1928,2.14906644821167,7.543131351470947,-4.242254734039307,4.0,9.0,0.0,0.0,0.0,True
Hungary,1932,3.0871503353118896,9.150054931640625,-3.468726634979248,0.0,0.0,0.0,0.0,0.0,True
Hungary,1936,2.97636342048645,7.867940902709961,-5.943961143493652,10.0,16.0,0.0,0.0,0.0,True
Hungary,1948,7.710145950317383,21.904359817504883,-3.71191143989563,10.0,27.0,0.0,0.0,0.0,True
Hungary,1952,9.514555931091309,27.225162506103516,-2.998201847076416,16.0,42.0,0.0,0.0,0.0,True
Hungary,1956,11.500846862792969,36.64664840698242,-3.7615652084350586,9.0,26.0,0.0,0.0,0.0,True
Hungary,1960,3.3514788150787354,14.99365234375,-4.6970062255859375,0.0,0.0,0.0,0.0,0.0,True
Hungary,1964,7.142365455627441,21.074588775634766,-5.111300945281982,10.0,22.0,0.0,0.0,0.0,True
Hungary,1968,8.0039701461792,22.75470542907715,-3.637172222137451,10.0,32.0,0.0,0.0,0.0,True
Hungary,1972,8.721389770507812,27.10396385192871,-3.4065909385681152,6.0,35.0,0.0,0.0,0.0,True
Hungary,1976,7.329283714294434,26.46478843688965,-3.87642765045166,4.0,22.0,0.0,0.0,0.0,True
Hungary,1980,5.928393363952637,20.84238624572754,-4.11227560043335,7.0,32.0,0.0,0.0,0.0,True
Hungary,1984,5.29218864440918,18.59539222717285,-3.7354397773742676,0.0,0.0,0.0,0.0,0.0,True
Hungary,1988,7.839766502380371,21.63018798828125,-4.843143463134766,11.0,23.0,0.0,0.0,0.0,True
Hungary,1992,6.593574523925781,19.582117080688477,-3.8483364582061768,11.0,30.0,0.0,0.0,0.0,True
Hungary,1996,8.63657283782959,26.859712600708008,-3.5241236686706543,7.0,21.0,0.0,0.0,0.0,True
Hungary,2000,3.2814016342163086,14.640094757080078,-4.906356334686279,8.0,17.0,0.0,0.0,0.0,True
Hungary,2004,4.758186340332031,17.103055953979492,-4.565278053283691,8.0,17.0,0.0,0.0,0.0,True
Hungary,2008,4.614920616149902,16.332605361938477,-4.274299144744873,3.0,10.0,0.0,0.0,0.0,True
Hungary,2012,1.4352707862854004,8.865219116210938,-4.654385566711426,8.0,18.0,0.0,0.0,0.0,True
Hungary,2016,4.985507011413574,17.57490348815918,-4.48066520690918,8.0,15.0,0.0,0.0,0.0,True
Hungary,2020,4.110647678375244,13.881072998046875,-3.5460524559020996,6.0,20.0,0.0,0.0,0.0,True
Hungary,2024,3.4380910396575928,14.137603759765625,-4.62738037109375,6.0,19.0,0.0,0.0,0.0,True
Austria,1908,1.5406036376953125,5.203115940093994,-5.169315338134766,0.0,1.0,0.0,0.0,0.0,True
Austria,1912,1.2295689582824707,3.9218788146972656,-6.143007755279541,0.0,4.0,0.0,0.0,0.0,True
Austria,1920,0.9101282954216003,3.2269978523254395,-5.855339527130127,0.0,0.0,0.0,0.0,0.0,True
Austria,1924,0.41614991426467896,0.993991494178772,-7.532148838043213,0.0,4.0,0.0,0.0,0.0,True
Austria,1928,0.9081616997718811,3.839839458465576,-5.624789237976074,2.0,3.0,0.0,0.0,0.0,True
Austria,1932,1.1251448392868042,3.7970309257507324,-5.487370491027832,0.0,0.0,0.0,0.0,0.0,True
Austria,1936,1.207934856414795,3.189591407775879,-6.683050155639648,5.0,17.0,0.0,0.0,0.0,True
Austria,1948,2.2394320964813232,7.179545879364014,-4.408601760864258,1.0,4.0,0.0,0.0,0.0,True
Austria,1952,0.013740837574005127,2.1230688095092773,-5.2331156730651855,0.0,2.0,0.0,0.0,0.0,True
Austria,1956,-0.4321576952934265,1.2698404788970947,-5.889883518218994,0.0,2.0,0.0,0.0,0.0,True
Austria,1960,0.5073354840278625,2.1553547382354736,-6.3641204833984375,0.0,0.0,0.0,0.0,0.0,True
Austria,1964,0.2783846855163574,0.7270179986953735,-7.703644752502441,0.0,0.0,0.0,0.0,0.0,True
Austria,1968,0.01942300796508789,0.4085817337036133,-7.907209396362305,0.0,4.0,0.0,0.0,0.0,True
Austria,1972,0.7032455205917358,2.61708664894104,-6.155043601989746,0.0,3.0,0.0,0.0,0.0,True
Austria,1976,0.4689136743545532,2.1603457927703857,-6.028380393981934,0.0,1.0,0.0,0.0,0.0,True
Austria,1980,0.926449716091156,2.835081100463867,-6.491691589355469,1.0,4.0,0.0,0.0,0.0,True
Austria,1984,0.8562724590301514,3.384613513946533,-5.653954982757568,1.0,3.0,0.0,0.0,0.0,True
Austria,1988,0.8880540728569031,3.3112988471984863,-5.4840497970581055,1.0,1.0,0.0,0.0,0.0,True
Austria,1992,0.6552023887634277,2.4036145210266113,-6.329389572143555,0.0,2.0,0.0,0.0,0.0,True
Austria,1996,0.219171941280365,1.3383034467697144,-6.5849199295043945,0.0,3.0,0.0,0.0,0.0,True
Austria,2000,0.5016288757324219,2.0224850177764893,-6.34261417388916,2.0,3.0,0.0,0.0,0.0,True
Austria,2004,0.9989826083183289,3.6011691093444824,-5.544271469116211,2.0,7.0,0.0,0.0,0.0,True
Austria,2008,1.7351824045181274,5.802694797515869,-4.391663551330566,0.0,3.0,0.0,0.0,0.0,True
Austria,2012,0.951805055141449,3.8953919410705566,-5.353127956390381,0.0,0.0,0.0,0.0,0.0,True
Austria,2016,1.329704761505127,3.5223159790039062,-6.950125217437744,0.0,1.0,0.0,0.0,0.0,True
Austria,2020,0.1683075726032257,1.3938695192337036,-7.010641098022461,1.0,7.0,0.0,0.0,0.0,True
Austria,2024,0.6520766019821167,2.5545029640197754,-5.834859848022461,2.0,5.0,0.0,0.0,0.0,True
Australia,1908,2.612579107284546,8.226096153259277,-4.606161117553711,0.0,0.0,0.0,0.0,1.2046783625730995,True
Australia,1912,3.092771291732788,7.944169998168945,-6.435908317565918,0.0,0.0,0.0,0.0,1.2046783625730995,True
Australia,1920,1.9056074619293213,6.00147819519043,-6.7813720703125,0.0,3.0,0.0,0.0,1.2046783625730995,True
Australia,1924,2.1949198246002197,6.78115701675415,-5.629053592681885,3.0,6.0,0.0,0.0,1.2046783625730995,True
Australia,1928,3.2478959560394287,9.759628295898438,-4.202610015869141,1.0,4.0,0.0,0.0,1.2046783625730995,True
Australia,1932,2.447472095489502,8.4854154586792,-4.111457347869873,0.0,0.0,0.0,0.0,1.2046783625730995,True
Australia,1936,3.369250774383545,8.940593719482422,-5.909036159515381,0.0,1.0,0.0,0.0,1.2046783625730995,True
Australia,1948,2.056389808654785,6.485255718231201,-6.0319085121154785,2.0,13.0,0.0,1.0,1.2046783625730995,True
Australia,1952,3.2983062267303467,9.871395111083984,-4.1207170486450195,6.0,11.0,0.0,1.0,1.2046783625730995,True
Australia,1956,6.4805908203125,18.92152976989746,-2.1603164672851562,13.0,35.0,1.0,1.0,1.2046783625730995,True
Australia,1960,1.9019410610198975,11.247526168823242,-2.423633575439453,0.0,0.0,0.0,0.0,1.2046783625730995,True
Australia,1964,4.2010955810546875,15.610969543457031,-3.9441170692443848,6.0,18.0,0.0,0.0,1.2046783625730995,True
Australia,1968,6.352280616760254,19.988208770751953,-2.4702069759368896,5.0,17.0,0.0,0.0,1.2046783625730995,True
Australia,1972,7.021425247192383,20.804841995239258,-2.248563051223755,8.0,17.0,0.0,0.0,1.2046783625730995,True
Australia,1976,7.106724739074707,22.847789764404297,-3.2397689819335938,0.0,5.0,0.0,0.0,1.2046783625730995,True
Australia,1980,1.7740496397018433,8.539188385009766,-4.266269207000732,2.0,9.0,0.0,0.0,1.2046783625730995,True
Australia,1984,4.563538551330566,16.11904525756836,-3.4864182472229004,4.0,24.0,0.0,0.0,1.2046783625730995,True
Australia,1988,5.370081901550293,17.403676986694336,-2.4822559356689453,3.0,14.0,0.0,0.0,1.2046783625730995,True
Australia,1992,7.647812843322754,24.31431770324707,-2.9795188903808594,7.0,27.0,0.0,1.0,1.2046783625730995,True
Australia,1996,6.998312950134277,22.47985076904297,-2.93703031539917,9.0,41.0,0.0,1.0,1.2046783625730995,True
Australia,2000,14.948576927185059,42.73656463623047,-1.5666526556015015,16.0,58.0,1.0,1.0,1.2046783625730995,True
Australia,2004,12.465584754943848,39.21757507324219,-2.007174015045166,17.0,50.0,0.0,0.0,1.2046783625730995,True
Australia,2008,11.402064323425293,37.352603912353516,-2.229973316192627,14.0,46.0,0.0,0.0,1.2046783625730995,True
Australia,2012,10.668316841125488,35.42726516723633,-2.134835720062256,8.0,35.0,0.0,0.0,1.2046783625730995,True
Australia,2016,8.764542579650879,30.53868293762207,-3.008744239807129,8.0,29.0,0.0,0.0,1.2046783625730995,True
Australia,2020,10.642905235290527,33.220149993896484,-2.8749184608459473,17.0,46.0,0.0,0.0,1.2046783625730995,True
Australia,2024,17.75583839416504,47.68519973754883,-1.8583003282546997,18.0,53.0,0.0,1.0,1.2046783625730995,True
Denmark,1908,2.5844855308532715,6.373536586761475,-6.402862071990967,0.0,5.0,0.0,0.0,0.0,True
Denmark,1912,0.9755671620368958,4.351129531860352,-5.172258377075195,1.0,12.0,0.0,0.0,0.0,True
Denmark,1920,1.6834558248519897,5.841318607330322,-4.1910786628723145,3.0,13.0,0.0,0.0,0.0,True
Denmark,1924,3.871697187423706,12.66436767578125,-3.2900285720825195,2.0,9.0,0.0,0.0,0.0,True
Denmark,1928,2.189640998840332,8.427687644958496,-4.207754135131836,3.0,6.0,0.0,0.0,0.0,True
Denmark,1932,1.6098120212554932,6.637757301330566,-4.516141891479492,0.0,0.0,0.0,0.0,0.0,True
Denmark,1936,1.8608040809631348,5.0829997062683105,-6.480894088745117,0.0,5.0,0.0,0.0,0.0,True
Denmark,1948,1.407578468322754,4.915846824645996,-5.164325714111328,5.0,20.0,0.0,0.0,0.0,True
Denmark,1952,2.880862236022949,9.230667114257812,-3.528639316558838,2.0,6.0,0.0,0.0,0.0,True
Denmark,1956,2.136962890625,9.697120666503906,-4.030545234680176,1.0,4.0,0.0,0.0,0.0,True
Denmark,1960,-0.49291449785232544,1.5851608514785767,-5.518214225769043,0.0,0.0,0.0,0.0,0.0,True
Denmark,1964,1.588761806488037,4.012401580810547,-6.833070278167725,2.0,6.0,0.0,0.0,0.0,True
Denmark,1968,1.4247493743896484,4.958582401275635,-5.201160907745361,1.0,8.0,0.0,0.0,0.0,True
Denmark,1972,1.3254458904266357,4.958736896514893,-4.426674842834473,1.0,1.0,0.0,0.0,0.0,True
Denmark,1976,2.2659430503845215,6.755829334259033,-5.328011989593506,1.0,3.0,0.0,0.0,0.0,True
Denmark,1980,0.7191490530967712,3.815361976623535,-5.42588996887207,2.0,5.0,0.0,0.0,0.0,True
Denmark,1984,1.038398027420044,3.5191307067871094,-5.459105968475342,0.0,6.0,0.0,0.0,0.0,True
Denmark,1988,0.914745032787323,3.892099380493164,-4.979275226593018,2.0,4.0,0.0,0.0,0.0,True
Denmark,1992,1.9159892797470093,6.224765300750732,-4.74028205871582,1.0,6.0,0.0,0.0,0.0,True
Denmark,1996,1.4586427211761475,5.661078929901123,-4.546121597290039,4.0,6.0,0.0,0.0,0.0,True
Denmark,2000,2.254303455352783,7.127140045166016,-4.218204498291016,2.0,6.0,0.0,0.0,0.0,True
Denmark,2004,1.6253445148468018,6.251086235046387,-4.420440196990967,2.0,8.0,0.0,0.0,0.0,True
Denmark,2008,1.9343011379241943,6.517756938934326,-4.316346168518066,2.0,7.0,0.0,0.0,0.0,True
Denmark,2012,2.039166212081909,7.122251033782959,-4.254299163818359,2.0,9.0,0.0,0.0,0.0,True
